artistName,musicName,Radiojavan_play,Radiojavan_likes,pubdate,popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
Siavash Ghomayshi,Baghe Baroon Zadeh,12182570,10257,Feb 7 2013,26,0.571,0.422,-11.828,0.0369,0.0109,0.00503,0.137,0.215,182.815,354333
Behzad Leito,Bemoghash,12164644,17613,Aug 14 2017,22,0.786,0.447,-9.315,0.317,0.0546,0.00136,0.0911,0.366,161.987,225255
Armin 2afm,Divoone,12137520,21252,May 7 2015,25,0.791,0.801,-4.681,0.113,0.0351,0,0.513,0.322,119.984,229224
Hayedeh,Afsaneyeh Hasti,12130350,7905,Mar 12 2013,26,0.577,0.467,-9.671,0.0684,0.847,0,0.124,0.632,86.747,357693
Masih,Montazer Nabash,12127950,9685,Mar 16 2019,24,0.474,0.51,-6.514,0.0535,0.77,0,0.0913,0.655,76.771,213708
Anita,Eshtebah,12123151,18339,May 18 2019,19,0.572,0.589,-5.326,0.0343,0.37,0,0.122,0.422,149.804,241634
Reza Bahram,Shabhaye Bad Az To,12065315,10616,Jun 28 2019,37,0.722,0.697,-4.418,0.0393,0.473,0,0.0932,0.331,113.04,199172
Sasy,Eshghe Khodam,12046472,11381,Feb 7 2018,26,0.619,0.829,-6.107,0.337,0.0198,2.31E-06,0.399,0.527,122.842,186881
Armin 2AFM,Aroom Yavash,12033815,12983,Jul 24 2015,15,0.509,0.656,-6.957,0.359,0.476,0,0.323,0.705,93.237,230687
Moein,Halgheh Tala,12027101,9529,Jan 24 2013,19,0.715,0.874,-4.088,0.0503,0.669,0.000553,0.124,0.937,110.383,320960
Amir Tataloo,Be Man Che Han,12024029,10424,Nov 2 2015,23,0.742,0.816,-5.749,0.239,0.228,0,0.255,0.663,137.914,222003
Tohi,Roya,12022344,17117,Jan 26 2015,23,0.831,0.847,-5.452,0.0389,0.321,0.245,0.222,0.66,120.041,232000
Shadmehr Aghili,Esmam Dare Yadam Mire,12013203,12744,Aug 2 2012,35,0.753,0.706,-7.353,0.0583,0.485,5.09E-05,0.0971,0.742,95.03,176680
TM Bax,Lozoomi Nadare,12000986,16065,Jan 1 2018,24,0.825,0.669,-7.307,0.223,0.195,4.19E-06,0.0802,0.878,124.949,232047
Amin Rostami,Bi Hava,11996637,14493,Dec 8 2012,21,0.745,0.746,-4.705,0.0382,0.433,0,0.355,0.627,119.995,205467
Mohammadreza Golzar,Koja Beram,11984963,17037,Jul 6 2016,21,0.563,0.7,-3.994,0.0504,0.379,0,0.377,0.432,136.023,233247
TM Bax,Fake,11964892,17376,Sep 11 2016,34,0.733,0.704,-7.016,0.123,0.604,0.000624,0.0866,0.738,119.763,248034
Shadmehr Aghili,Tasvir,11932363,17140,Feb 20 2018,34,0.68,0.631,-6.655,0.0657,0.773,0,0.108,0.534,123.971,223321
Hamid Sefat,Ghafas,11914991,21148,Dec 6 2017,26,0.548,0.743,-5.125,0.0547,0.649,0,0.388,0.518,139.992,330894
Fereydoun Asraei,Eshgh Yani,11898756,18971,Dec 30 2014,20,0.66,0.873,-5.749,0.0701,0.029,1.15E-06,0.138,0.411,129.996,233012
Hooman,Mikhamet,11890078,12357,Nov 15 2018,22,0.48,0.644,-7.169,0.288,0.147,0,0.34,0.668,199.445,199200
Googoosh,AJAB JAEI,11869491,15613,May 3 2018,22,0.463,0.567,-7.329,0.18,0.66,0,0.183,0.443,76.391,248946
Mohsen Yeganeh,Sokoot (Mehran Abbasi Remix),11841039,10986,May 24 2012,31,0.801,0.893,-3.524,0.0747,0.0124,9.00E-05,0.313,0.571,131.993,291003
Shahab Mozaffari,Tanhaye Tanha,11812520,12028,Dec 4 2019,36,0.673,0.526,-7.718,0.0369,0.62,4.92E-06,0.0878,0.471,109.979,253193
Baran,Lanat,11810169,19033,Jan 29 2018,36,0.353,0.688,-3.263,0.074,0.715,0,0.187,0.435,185.73,229355
Alishmas,Hese Khoob,11809106,18260,Jul 16 2018,36,0.785,0.836,-5.448,0.0474,0.133,0.000308,0.095,0.463,120.011,214032
Mohammadreza Golzar,Chetori Divooneh,11803518,20486,Jan 15 2017,20,0.755,0.908,-6.174,0.0887,0.0539,0,0.136,0.671,116.059,196023
Ebi,Khali,11785295,17493,Feb 20 2013,40,0.317,0.587,-7.864,0.0412,0.447,0,0.178,0.463,184.959,304040
Dariush,Shabeh Akhar (Alternate Arrangement),11755619,21521,Apr 7 2015,19,0.628,0.439,-7.779,0.0282,0.782,2.74E-05,0.123,0.527,104.233,294061
Babak Jahanbakhsh,Man Hastam,11751099,20173,Aug 20 2018,23,0.619,0.622,-6.29,0.051,0.858,0,0.109,0.362,111.047,242143
Donya,Az in Shahr Boro 2,11750848,16345,Apr 19 2018,20,0.667,0.912,-2.867,0.258,0.121,0,0.22,0.553,118.102,230610
Donya,Hasooda,11734355,12573,Dec 27 2018,22,0.678,0.946,-3.946,0.0749,0.0286,0,0.379,0.646,149.929,177581
Siavash Ghomayshi,Mohabat - Original Mix,11698586,25895,Sep 22 2014,17,0.615,0.511,-7.609,0.0443,0.706,0,0.137,0.456,134.106,235207
Meysam Ebrahimi,Aroosak,11644262,11703,Dec 13 2018,40,0.725,0.61,-7.054,0.0913,0.0975,1.44E-06,0.229,0.888,146.925,181944
Siavash Ghomayshi,Bi To,11637649,9193,Jan 24 2013,24,0.428,0.232,-10.742,0.0328,0.928,3.98E-06,0.123,0.287,128.024,195747
Shadmehr Aghili,Halam Avaz Mishe,11595369,13132,Aug 2 2012,33,0.693,0.574,-6.255,0.0827,0.318,6.50E-05,0.351,0.534,135.978,318040
Ali Yasini,Bargard,11594783,13189,Feb 24 2019,24,0.938,0.487,-11.981,0.139,0.192,0,0.103,0.523,111.016,200060
Alishmas,Adat Kardam,11578921,11763,Nov 12 2015,40,0.728,0.851,-5.728,0.177,0.643,0.000242,0.243,0.958,94.92,240072
Ho3ein,12 Be Bad,11559896,17938,Mar 9 2018,39,0.895,0.842,-3.868,0.269,0.127,0,0.0263,0.655,110.02,235154
Alireza Jj,Ziadesh Khoobe - Arian Goleh Remix,11555648,21889,Apr 2 2014,38,0.766,0.844,-5.47,0.0615,0.0348,2.50E-06,0.0911,0.449,119.963,234057
Babak Jahanbakhsh,Paryzad,11547902,16276,Dec 21 2017,34,0.434,0.845,-5.263,0.249,0.63,0,0.329,0.701,108.932,201523
Behzad Leito,Miaam Bala Saret,11547790,17317,Oct 31 2017,24,0.749,0.446,-6.762,0.118,0.0292,0,0.0818,0.238,79.026,231315
Saaren,Kari Kardi,11542485,13131,Aug 18 2019,25,0.857,0.812,-3.728,0.156,0.457,0,0.0792,0.961,112.002,214728
Googoosh,Makhloogh,11514696,20306,Feb 13 2013,23,0.564,0.509,-11.426,0.232,0.608,0,0.0901,0.694,101.425,232067
Saaren,Par Par,11505122,12175,Jul 14 2018,19,0.499,0.855,-3.11,0.267,0.472,0,0.349,0.814,165.152,162143
Dariush,Yavare Hamishe Momen (Live),11503626,12844,Feb 1 2013,23,0.363,0.264,-17.326,0.0355,0.289,0.00199,0.725,0.271,121.671,313340
Mohammad Alizadeh,Joz To,11503472,13026,Apr 8 2013,26,0.671,0.919,-5.694,0.0332,0.0649,1.02E-05,0.097,0.834,116.009,253320
Anita,To Ke Nisti,11502538,15038,Nov 13 2019,23,0.596,0.795,-4.547,0.043,0.547,0,0.207,0.776,80.022,240197
Andy,Dokhtaré Bandar,11487185,6039,Jan 27 2013,15,0.353,0.935,-3.763,0.0691,0.0604,0.000142,0.357,0.788,181.792,322933
Sina Shabankhani,Range Sal,11437511,14525,Aug 16 2018,26,0.625,0.836,-5.079,0.135,0.428,0,0.141,0.748,99.851,196847
Ehaam,Khoda Negahdar,11431899,15167,Apr 9 2019,21,0.642,0.426,-8.447,0.031,0.672,0,0.0861,0.351,117.917,200621
Siamak Abbasi,Khoshbakhtit Arezoome,11424289,17586,Jan 1 2011,19,0.476,0.26,-8.477,0.0482,0.815,0,0.109,0.2,120.68,246021
Hojat Ashrafzadeh,Asheghe Toam,11407513,12746,Dec 22 2018,12,0.468,0.671,-4.488,0.0473,0.693,0,0.116,0.429,147.865,206028
Sirvan Khosravi,Inja Jaye Moondan Nist,11384104,20539,Nov 28 2017,29,0.351,0.43,-9.966,0.0449,0.447,0.000665,0.184,0.117,78.473,275070
Alireza Jj,Skal (feat. Sohrab MJ),11376428,14591,May 21 2019,21,0.74,0.72,-3.471,0.0792,0.0587,0,0.23,0.222,145.988,243384
Sogand,Chikaret Kardam,11371388,13558,Mar 26 2018,20,0.766,0.717,-7.444,0.253,0.115,3.38E-05,0.333,0.603,119.992,194039
Moein,Del Shekasteh,11337056,6873,Jan 24 2013,14,0.794,0.504,-13.004,0.0904,0.0964,0.0004,0.304,0.853,106.874,346462
Hamed Homayoun,Eshghe Naab,11325836,17491,May 27 2017,24,0.83,0.912,-3.599,0.123,0.0478,0,0.376,0.865,122.004,181055
TM Bax,Ki Mige,11318990,12077,Jun 10 2018,22,0.823,0.511,-8.517,0.115,0.685,1.31E-05,0.0978,0.581,123.93,278728
Puzzle Band,Hasti,11282910,16323,Jan 25 2018,17,0.756,0.737,-2.59,0.188,0.0828,1.74E-06,0.186,0.698,111.999,179330
Koorosh,Yebaram Man,11276521,8482,Jun 4 2019,37,0.707,0.495,-9.132,0.0876,0.483,6.54E-06,0.112,0.207,89.974,325382
Morteza Pashaei,Esmesh Eshghe,11273521,12929,Aug 16 2015,25,0.275,0.536,-7.987,0.109,0.429,0,0.103,0.305,74.9,207557
Sina Shabankhani,Man Bi To,11267017,12956,Dec 18 2015,15,0.805,0.838,-4.37,0.247,0.102,0,0.0766,0.901,119.969,255552
Masih,Divooneh Kon,11266884,12790,Oct 3 2016,14,0.748,0.594,-6.134,0.0537,0.0112,0.000132,0.0609,0.1,120.011,238081
Morvarid,Oonam Eshghe,11253649,8536,Feb 20 2019,14,0.742,0.851,-4.329,0.303,0.281,0,0.186,0.752,119.961,222538
Hamed Homayoun,Donyaye Man,11247957,13822,Dec 4 2016,18,0.785,0.768,-4.788,0.0813,0.0195,0,0.259,0.37,125.041,203520
Leila Forouhar,Vadeh,11232719,9186,May 8 2013,19,0.591,0.768,-12.487,0.115,0.118,0,0.135,0.729,120.13,284800
Amirhossein Eftekhari,Labkhande To,11216278,14771,Dec 18 2018,22,0.594,0.881,-4.081,0.381,0.155,7.62E-06,0.0557,0.662,180.11,178287
Reza Sadeghi,Vaysa Donya,11214796,12141,Apr 12 2013,37,0.683,0.694,-11.946,0.0466,0.0579,0.00254,0.127,0.541,136.01,284387
Ebi,Habs,11210970,9159,Dec 21 2014,27,0.377,0.499,-6.599,0.0294,0.734,8.61E-05,0.0609,0.378,75.733,326320
Ebi,Atreh Toh,11204881,9179,Feb 20 2013,38,0.606,0.499,-12.176,0.0515,0.437,1.52E-06,0.114,0.707,143.931,287817
Ehaam,Darya,11199154,17822,Aug 27 2018,23,0.778,0.746,-6.345,0.195,0.0336,0,0.139,0.65,113.989,236408
Hamed Homayoun,Majnoun,11197675,14064,Dec 14 2016,13,0.486,0.583,-5.964,0.109,0.619,0,0.24,0.537,139.629,223634
Sahar,Heif,11185646,15602,Jul 3 2019,18,0.529,0.649,-5.511,0.0588,0.531,7.66E-06,0.0572,0.704,75.027,220840
Alishmas,Adat Kardam,11167633,11642,Nov 12 2015,40,0.728,0.851,-5.728,0.177,0.643,0.000242,0.243,0.958,94.92,240072
Alishmas,Adat Kardam,11165226,10118,Aug 20 2019,40,0.728,0.851,-5.728,0.177,0.643,0.000242,0.243,0.958,94.92,240072
poobon,Bia Halamo Khoob Kon,11154652,18286,Sep 7 2018,39,0.657,0.458,-9.671,0.211,0.675,5.61E-06,0.105,0.223,99.935,213630
Jay Lei Sij,Zendegi Sagi,11144433,17174,Jun 29 2018,16,0.72,0.712,-3.371,0.186,0.0625,0,0.202,0.37,136.042,267390
Shadmehr Aghili,Forsat,11127232,11095,Feb 20 2018,24,0.645,0.817,-6.282,0.0708,0.477,1.88E-05,0.312,0.467,129.998,224000
